course_name,internship_role,government_department,sector,location_city,minimum_age,maximum_age,duration_months,stipend_per_month_inr,mode,minimum_percentage_required,skill_requirement,certificate_provided,pre_placement_offer_possibility,application_mode,stipend_bucket,duration_bucket
MBA,Junior Mechanical Intern,Haryana Skill Development Mission,legal & judiciary,rohtak,18,30,4,20000,hybrid,65,Basic domain knowledge and MS Office proficiency,yes,high,email application,good,medium
M.Ed,Social Welfare Intern,District Administration Office,agriculture,faridabad,19,24,6,20000,hybrid,55,Basic domain knowledge and MS Office proficiency,yes,low,email application,good,medium
B.Tech Electrical,Social Welfare Intern,Haryana Urban Local Bodies,infrastructure,rohtak,18,23,3,15000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,low,government portal,good,short
ITI Fitter,Data Analyst Intern,Haryana Health Department,it & digital,gurgaon,18,28,4,20000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,high,email application,good,medium
MBA,Water Resource Management Intern,Haryana Social Justice Department,it & digital,bhiwani,19,23,2,12000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,low,government portal,good,short
B.Ed,Agriculture Field Intern,District Administration Office,social welfare,hisar,19,25,4,12000,on-site,60,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,medium
BA Political Science,Data Analyst Intern,Haryana Education Department,agriculture,hisar,21,30,1,20000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,low,government portal,good,very_short
MCA,Agriculture Field Intern,Haryana Transport Department,education,jind,21,23,4,20000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,low,government portal,good,medium
B.Tech Electrical,Junior Mechanical Intern,Haryana Urban Local Bodies,education,chandigarh,19,28,1,20000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,high,government portal,good,very_short
M.Ed,Legal Research Intern,Haryana Social Justice Department,social welfare,kaithal,21,26,4,20000,on-site,50,Basic domain knowledge and MS Office proficiency,yes,low,email application,good,medium
B.Tech Mechanical,Police Administration Intern,Haryana Renewable Energy Department,healthcare,hisar,21,23,3,15000,hybrid,60,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,short
B.Tech Electrical,Renewable Energy Intern,Haryana Public Works Department,finance & accounts,karnal,21,25,3,15000,hybrid,55,Basic domain knowledge and MS Office proficiency,yes,low,government portal,good,short
BSc IT,Software Development Intern,Haryana IT Department,public administration,panipat,20,24,1,10000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,low,government portal,medium,very_short
ITI Electrician,Social Welfare Intern,Haryana Transport Department,social welfare,panipat,18,27,6,12000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,low,government portal,good,medium
BSc Nursing,Police Administration Intern,Haryana Urban Local Bodies,energy,ambala,21,24,4,10000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,medium,email application,medium,medium
D.Pharmacy,Renewable Energy Intern,Haryana Renewable Energy Department,infrastructure,jind,19,28,6,15000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,low,government portal,good,medium
MCA,Banking Operations Intern,Haryana IT Department,agriculture,kaithal,18,29,3,8000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,medium,email application,medium,short
Diploma Civil,Hospital Administration Intern,Haryana Renewable Energy Department,education,bhiwani,21,28,6,20000,on-site,65,Basic domain knowledge and MS Office proficiency,yes,high,email application,good,medium
B.Tech Electrical,HR Intern,District Administration Office,healthcare,rohtak,19,25,1,0,on-site,50,Basic domain knowledge and MS Office proficiency,yes,high,government portal,unpaid,very_short
B.Com,Agriculture Field Intern,Haryana Urban Local Bodies,healthcare,rohtak,21,27,2,12000,hybrid,55,Basic domain knowledge and MS Office proficiency,yes,high,email application,good,short
ITI Electrician,Urban Planning Intern,Haryana Renewable Energy Department,legal & judiciary,sirsa,21,26,6,15000,on-site,60,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,medium
LLB,Water Resource Management Intern,Haryana Revenue Department,legal & judiciary,hisar,21,26,6,20000,hybrid,65,Basic domain knowledge and MS Office proficiency,yes,low,government portal,good,medium
B.Tech Mechanical,Agriculture Field Intern,District Administration Office,finance & accounts,gurgaon,21,24,2,8000,hybrid,60,Basic domain knowledge and MS Office proficiency,yes,high,government portal,medium,short
ITI Electrician,Legal Research Intern,Haryana IT Department,education,chandigarh,19,25,1,20000,on-site,50,Basic domain knowledge and MS Office proficiency,yes,medium,email application,good,very_short
ITI Welder,Data Analyst Intern,Haryana IT Department,agriculture,ambala,18,27,1,20000,hybrid,55,Basic domain knowledge and MS Office proficiency,yes,high,email application,good,very_short
BSc Agriculture,Civil Site Intern,Haryana Urban Local Bodies,infrastructure,panipat,21,25,2,10000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,low,email application,medium,short
MBBS,Transport Operations Intern,Haryana Public Works Department,finance & accounts,rohtak,21,30,4,10000,on-site,65,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,medium,medium
D.Pharmacy,Renewable Energy Intern,Haryana Urban Local Bodies,agriculture,karnal,20,27,6,12000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,high,email application,good,medium
BA Political Science,Water Resource Management Intern,Haryana Education Department,education,gurgaon,18,22,6,12000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,low,email application,good,medium
ITI Fitter,Data Analyst Intern,Haryana Health Department,education,ambala,21,22,6,20000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,medium,email application,good,medium
BSc IT,Police Administration Intern,Haryana Education Department,legal & judiciary,chandigarh,20,23,6,20000,on-site,50,Basic domain knowledge and MS Office proficiency,yes,low,government portal,good,medium
BSc Environmental Science,Legal Research Intern,Haryana Agriculture Department,public administration,hisar,20,24,1,0,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,medium,email application,unpaid,very_short
LLB,Legal Research Intern,Haryana Revenue Department,legal & judiciary,kaithal,19,26,1,10000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,low,email application,medium,very_short
BSc Nursing,Renewable Energy Intern,Haryana Women & Child Development,infrastructure,kaithal,18,27,1,10000,hybrid,65,Basic domain knowledge and MS Office proficiency,yes,low,email application,medium,very_short
B.Tech Civil,Junior Mechanical Intern,Haryana Urban Local Bodies,healthcare,ambala,21,28,4,8000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,low,email application,medium,medium
BCA,Banking Operations Intern,Haryana Revenue Department,education,panipat,19,27,6,0,on-site,50,Basic domain knowledge and MS Office proficiency,yes,high,government portal,unpaid,medium
M.Ed,Agriculture Field Intern,Haryana Agriculture Department,healthcare,bhiwani,21,24,2,15000,on-site,50,Basic domain knowledge and MS Office proficiency,yes,low,email application,good,short
MCA,Agriculture Field Intern,District Administration Office,healthcare,panipat,19,24,3,20000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,low,email application,good,short
BSc Environmental Science,Urban Planning Intern,Haryana Skill Development Mission,energy,kaithal,20,22,6,10000,on-site,50,Basic domain knowledge and MS Office proficiency,yes,low,email application,medium,medium
B.Tech Civil,HR Intern,Haryana Women & Child Development,healthcare,chandigarh,18,23,1,12000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,low,email application,good,very_short
BA Political Science,Renewable Energy Intern,Haryana Police Department,it & digital,jind,19,29,6,10000,hybrid,55,Basic domain knowledge and MS Office proficiency,yes,high,government portal,medium,medium
BCA,Urban Planning Intern,Haryana Transport Department,finance & accounts,karnal,19,30,1,15000,on-site,70,Basic domain knowledge and MS Office proficiency,yes,medium,email application,good,very_short
BCA,Data Analyst Intern,Haryana Transport Department,agriculture,hisar,18,23,2,12000,on-site,65,Basic domain knowledge and MS Office proficiency,yes,low,email application,good,short
ITI Welder,Social Welfare Intern,Haryana Urban Local Bodies,it & digital,ambala,18,22,6,12000,on-site,70,Basic domain knowledge and MS Office proficiency,yes,low,government portal,good,medium
BSc Agriculture,Civil Site Intern,Haryana Skill Development Mission,healthcare,sonipat,18,29,4,15000,on-site,65,Basic domain knowledge and MS Office proficiency,yes,low,government portal,good,medium
M.Ed,Police Administration Intern,Haryana Health Department,education,gurgaon,20,27,4,12000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,medium,email application,good,medium
B.Pharmacy,Police Administration Intern,District Administration Office,education,panipat,21,27,1,15000,hybrid,65,Basic domain knowledge and MS Office proficiency,yes,high,government portal,good,very_short
LLM,HR Intern,District Administration Office,legal & judiciary,jind,21,26,2,8000,hybrid,55,Basic domain knowledge and MS Office proficiency,yes,low,email application,medium,short
ITI Fitter,Legal Research Intern,Haryana Skill Development Mission,it & digital,rohtak,19,30,2,12000,on-site,70,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,short
BA Economics,Junior Mechanical Intern,Haryana Police Department,it & digital,faridabad,21,22,4,0,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,low,government portal,unpaid,medium
ITI Welder,Banking Operations Intern,Haryana Health Department,public administration,kaithal,18,30,2,15000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,high,government portal,good,short
M.Ed,Agriculture Field Intern,Haryana Irrigation Department,healthcare,jind,21,28,1,20000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,very_short
MBBS,Civil Site Intern,Haryana Revenue Department,legal & judiciary,panipat,18,27,3,10000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,medium,short
LLM,Data Analyst Intern,Haryana Urban Local Bodies,legal & judiciary,hisar,21,27,6,15000,on-site,70,Basic domain knowledge and MS Office proficiency,yes,high,email application,good,medium
LLM,Civil Site Intern,Haryana Transport Department,finance & accounts,panipat,20,29,6,15000,hybrid,55,Basic domain knowledge and MS Office proficiency,yes,low,government portal,good,medium
B.Tech Electrical,Water Resource Management Intern,Haryana Transport Department,energy,hisar,20,22,2,8000,on-site,50,Basic domain knowledge and MS Office proficiency,yes,low,government portal,medium,short
LLM,Banking Operations Intern,Haryana Police Department,energy,karnal,20,27,2,10000,on-site,50,Basic domain knowledge and MS Office proficiency,yes,medium,email application,medium,short
MBBS,Renewable Energy Intern,Haryana Urban Local Bodies,social welfare,ambala,21,25,2,12000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,medium,email application,good,short
Diploma Civil,Social Welfare Intern,Haryana Health Department,it & digital,kaithal,21,27,2,15000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,high,government portal,good,short
D.Pharmacy,Junior Mechanical Intern,Haryana Renewable Energy Department,finance & accounts,rohtak,19,26,2,0,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,high,government portal,unpaid,short
B.Ed,Legal Research Intern,Haryana Police Department,public administration,faridabad,21,23,2,8000,on-site,70,Basic domain knowledge and MS Office proficiency,yes,low,email application,medium,short
BSc IT,Civil Site Intern,Haryana Public Works Department,social welfare,karnal,18,24,1,8000,on-site,65,Basic domain knowledge and MS Office proficiency,yes,low,government portal,medium,very_short
ITI Fitter,HR Intern,Haryana Social Justice Department,public administration,rohtak,18,22,6,20000,on-site,70,Basic domain knowledge and MS Office proficiency,yes,low,government portal,good,medium
Diploma Mechanical,Clinical Intern,Haryana Agriculture Department,finance & accounts,hisar,18,27,3,12000,hybrid,55,Basic domain knowledge and MS Office proficiency,yes,medium,email application,good,short
ITI Welder,Public Policy Intern,Haryana Education Department,education,hisar,18,24,6,12000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,medium
M.Ed,Transport Operations Intern,Haryana Renewable Energy Department,public administration,ambala,19,24,3,0,on-site,65,Basic domain knowledge and MS Office proficiency,yes,low,government portal,unpaid,short
MBBS,Hospital Administration Intern,Haryana Urban Local Bodies,finance & accounts,faridabad,19,23,1,12000,on-site,70,Basic domain knowledge and MS Office proficiency,yes,medium,email application,good,very_short
